                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.2953,                 5.4115,                 4.2853,                0.00141,                 0.4121,                0.00371,                0.00078,                 2.2919,                 70.719,                 3.2193,              0.0032787,              0.0032787,              0.0032787
